isbn,title,author,qty,site,existing_availability,url
9789382091615,: An Introduction to Some Definitions in Mimamsa,. (Dr. Kishornath Jha),1,exoticindia,,https://www.exoticindiaart.com/book/details/introduction-to-some-definitions-in-mimamsa-nzf987/
9789382949480,Hamārī t̤ib men̲ Hindūʼon̲ kā sājhā,ʻAbdullat̤īf Falsafī,1,exoticindia,,https://www.exoticindiaart.com/book/details/hamari-tib-mein-hinduon-ka-sajha-hbh207/
9789384598785,நிலவியலின் துயரம் : புலம்பெயர்ந்த தமிழனாக எனது வாழ்க்கை,Logathasan Tharmathurai,1,commonfolks,,https://www.commonfolks.in/books/d/nilaviyalin-thuayamn
9789384641313,Valum Nallinakkam வாழும் நல்லிணக்கம்,Saba Naqvi,1,commonfolks,,https://www.commonfolks.in/books/d/vaazhum-nallinakkam
9789384646066,Gandhiyaik Kondravarkal,"மல்கோங்கர், மனோகர், 1913-2010, author",1,commonfolks,,https://www.commonfolks.in/books/d/gandhiyai-kondravargal
9789384646073,KOONDU PARAVAI YEN PAADUKIRATHU? (கூண்டுப் பறவை ஏன் பாடுகிறது?),Maya Angelou,1,commonfolks,,https://www.commonfolks.in/books/d/koondu-paravai-yen-paadugirathu
9789388050418,வையத் தலைமை கொள்,"இறையன்பு, வெ., ஆசிரியர்",1,commonfolks,,https://www.commonfolks.in/books/d/vaiya-thalaimai-kol-new-century-book-house
9789388697361,India in communal grip,Ram Puniyani,1,commonfolks,,https://www.commonfolks.in/books/d/india-in-communal-grip
9789390811397,Siruvarkalukkana Thathuvam சிறுவர்களுக்கான தத்துவம்,Sundar Sarukkai,1,commonfolks,,https://www.commonfolks.in/books/d/siruvargalukkaana-thaththuvam
9789393633026,Tamilaka nakarankal : nakaramayamakkal : varalarriyalum tolliyalum,,1,commonfolks,,https://www.commonfolks.in/books/d/tamizhaga-nagarangal
9798218349530,Timeline History of Tamils,Minnesota Tamil School USA,1,commonfolks,,https://www.commonfolks.in/books/d/tamilarin-varalaatrukaala-varisai
9780007445738,How to make anyone fall in love with you,Leil Lowndes,1,commonfolks,,https://www.commonfolks.in/books/d/how-to-make-anyone-fall-in-love-with-you
9780199479313,History Of English Literature,Georges Pilard,1,commonfolks,,https://www.commonfolks.in/books/d/history-of-english-literature
9780241293416,First Human Body Encyclopedia (DKYR),DK Publishing,1,commonfolks,,https://www.commonfolks.in/books/d/first-human-body-encyclopedia
9788126043606,Puthiya Tamil Ilakkiya Varalaru (Vol I),"சிற்பி, பாலசுப்பிரமணியம்",1,commonfolks,,https://www.commonfolks.in/books/d/puthiya-thamizh-ilakkiya-varalaaru-part-1
9788126048335,YAGNAM (TAMIL),"ராமாராவ், காளீபட்னம், 1924- author",1,commonfolks,,https://www.commonfolks.in/books/d/yagnyam
9788189921576,Saṃskr̥ta-sāhitya aura kr̥shi-vidyā,Rāginī Jhā,1,exoticindia,,https://www.exoticindiaart.com/book/details/sanskrit-literature-and-agricultural-science-uag607/
9788193941522,இஸ்லாத்தில் சமூக நீதி / Islaaththil Samooga Neethi,Sayyid Qutb,1,commonfolks,,https://www.commonfolks.in/books/d/islaaththil-samooga-neethi
9788194782759,Thoduvaanam Thedi / தொடுவானம் தேடி,A.Thillairajan & G.Arun Kumar & Saji Mathew,1,commonfolks,,https://www.commonfolks.in/books/d/thoduvaanam-thedi
9788194966654,Paramanin Pattupaavadai Uduthiya Naangavathu Magal | ??????? ??????? ?????? ???????? ????????? ???? [Paperback] Devi Bharathi,Devi Bharathi,1,commonfolks,,https://www.commonfolks.in/books/d/paramanin-pattu-paavadai-uduthiya-naangavathu-magal
9788196092832,NEP Prarambhik Bharat - Early India According To NEP - 2020,Dr Brijesh Kumar Srivastava,1,panuval,,https://www.panuval.com/the-secret-garden-10029399?search=%20&page=22&limit=100
9788199265332,Kaattrai Valaikkum Gandhi | காற்றை வளைக்கும் காந்தி,Rama.Kumaraswami,1,commonfolks,,https://www.commonfolks.in/books/d/kaatrai-valaikkum-gandhi
9789382577850,Bhagad Singh,"சொக்கன், என்.",1,commonfolks,,https://www.commonfolks.in/books/d/bhagat-singh-samarasamatra-poraaliyin-saagasa-varalaaru
9789384915315,கெய்ஷா : கலையும் காமமும் கலந்த மாய உலகம்,"டவுனர், லெஸ்லி, author",1,commonfolks,,https://www.commonfolks.in/books/d/geisha
9789387333697,13 Varudangal: Oru Naxalaitin Siraikkurippukal (13 வருடங்கள்: ஒரு நக்ஸலைட்டின் சிறைக் குறிப்புகள்),unknown author,1,panuval,,https://www.panuval.com/13-varudangal-oru-naksalaittin-sirai-kuripugal-10016134?search=%20&page=3&limit=100
9789380081816,Identity Popular Culture And Resistance: Studies On Colonial Malabar,,1,commonfolks,,https://www.commonfolks.in/books/d/identity-popular-culture-resistance-studies-on-colonial-malabar
9788194335986,Dryland Agriculture & Watershed Management,K.L.Nandeha,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5584146320593045777?BookName=Saptpadi
9788195128167,Maniṣilō maniṣi,Robert Louis Stevenson,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5091952310129631044?BookName=Deshodhadi
9788172770624,Brajabhāṣā gadya kā vikāsa : ādikāla se Saṃvat 1929 Vi. taka,Jayakr̥ṣṇa Prasāda Khaṇḍelavāla,1,exoticindia,,https://www.exoticindiaart.com/book/details/1929-development-of-brajbhasha-prose-from-aadikal-to-samvat-1929-ad-uag380/
9788176370066,Dhanvantarinighaṇṭuh̤ (Jayakr̥ṣṇadāsa āyurveda granthamālā) (Hindi Edition),"Dhanvantarī, (founder Of Ayurveda), P. V. Sharma (priya Vrat), Guruprasāda. Śarmā",1,exoticindia,,https://www.exoticindiaart.com/book/details/dhanvantri-nighantu-mza859/
9788185765433,: Hindi Satire and Sharad Joshi,. (Dr. Kamlesh Singh),1,exoticindia,,https://www.exoticindiaart.com/book/details/hindi-satire-and-sharad-joshi-nzh463/
9788186111093,A Treatise on Mathematics,: : (Dr. Sudayuman Acharya),1,exoticindia,,https://www.exoticindiaart.com/book/details/treatise-on-mathematics-nzk491/
9788187566700,Gān̐dhī Jī kā sarvadharma samanvaya evaṃ Bhāratīya Rāshṭrīya Āndolana,Vivekānanda Tivārī,1,exoticindia,,https://www.exoticindiaart.com/book/details/gandhiji-s-all-religion-coordination-and-indian-national-movement-uaw971/
9788194298274,CLASSEDGE IMPRINTS ENGLISH WORKBOOK PART ONE,AMRITA LAL,1,exoticindia,,https://www.exoticindiaart.com/book/details/prashna-shiromani-nzc091/
9789381539460,ग्रामीण विकास और साक्षरता,Hare Krshṇa Siṃha,1,exoticindia,,https://www.exoticindiaart.com/book/details/rural-development-and-literacy-uad782/
9789381698723,Maithila Śrotriyoṃ kī Saṃskr̥ta sevā : svātantryottara Bhārata meṃ,Satyendra Nātha Jhā,1,exoticindia,,https://www.exoticindiaart.com/book/details/sanskrit-service-of-maithil-shrotri-in-post-independence-india-uag856/
9789383811298,UGC NET SLET SET JRF Entrance Examination (Music),Bhagyaleskhmy S,1,exoticindia,,https://www.exoticindiaart.com/book/details/music-and-medicine-healing-brain-injury-through-ragas-study-nam238/
9789385151279,Chamatkari Jadi butiya,Umeśa Pāṇḍe,1,exoticindia,,https://www.exoticindiaart.com/book/details/magic-of-herbs-nai895/
9789385789663,Bhāratīya saṃskr̥ti ke vividha sandarbha,Bijendra Pāṇḍeya,1,exoticindia,,https://www.exoticindiaart.com/book/details/various-references-to-indian-culture-uae746/
9789385792229,Ārthika vikāsa : Bihāra kī trāsadī,Pradhan H. Prasad,1,exoticindia,,https://www.exoticindiaart.com/book/details/tragedic-economic-development-of-bihar-mzc589/
9789389091120,Clinical Gastro Enterology in Ayurveda - Mahasrotas Vikara (Vol - I),Dr. Aparna Tripathi and Dr. Nitin Pandey,1,exoticindia,,https://www.exoticindiaart.com/book/details/clinical-gastro-enterology-in-ayurveda-mahasrotas-vikara-vol-i-nav031/
9788176556866,"Horrible Science: Space, Stars And Slimy Animals [Paperback] Nick Arnold",Nick Arnold,1,commonfolks,,https://www.commonfolks.in/books/d/horrible-science-space-stars-and-slimy-animals
9788121800037,: Forest Herbs of Uttarakhand,Gyanendra Pandey,1,exoticindia,,https://www.exoticindiaart.com/book/details/forest-herbs-of-uttarakhand-nzc747/
9788123201658,முஸ்லிம் மன்னராட்சியில் இந்தியாவின் முன்னேற்றம்,Karaikandam K. Nedunchezhian,1,commonfolks,,https://www.commonfolks.in/books/d/muslim-mannaraatchiyil-indiavin-munnetram
9788123432489,Thamizh Ilakkiya Varalaru / ????? ??????? ?????? [Paperback] Prof. K. Raja,"இராசா, கி., author",1,commonfolks,,https://www.commonfolks.in/books/d/kurunthokai-aayvuraiyum-ki-raja
9788170802068,"Ayurvedic and Herbal Medicines: Digestive Diseases: Acidity, Constipation, Diarrhoea, Gastritis, Piles, Ulcer, Vomiting, Worms",Narendra Jain,1,exoticindia,,https://www.exoticindiaart.com/book/details/ayurvedic-and-herbal-medicines-digestive-diseases-acidity-constipation-diarrhoea-gastritis-piles-ulcer-vomiting-worms-idi920/
9788173095429,Baba Phareed,Bakhshish Singh,1,exoticindia,,https://www.exoticindiaart.com/book/details/baba-farid-mzd966/
9788173098383,: Bhartiya Nari Kosha,Amitabh M. Mishra,1,exoticindia,,https://www.exoticindiaart.com/book/details/bhartiya-nari-kosha-mzd566/
9788176554978,Horrible Science: Fatal Forces [Paperback] Nick Arnold,NILL,1,commonfolks,,https://www.commonfolks.in/books/d/horrible-science-fatal-forces
9788181501639,SAFALTA KE JARURI HAI SAHI SOCH PB....Vishnoi O S,Omarāja Siṃha Viśnoī,1,exoticindia,,https://www.exoticindiaart.com/book/details/right-thinking-is-necessary-for-success-ubd874/
9788184720969,"Electrical Drives & Control, 3/e PB",Gnanavadivel,1,commonfolks,,https://www.commonfolks.in/books/d/electrical-drives-control
9788184772319,Horrible Histories: The Frightful First World War,Terry Deary,1,commonfolks,,https://www.commonfolks.in/books/d/frightful-first-world-war-horrible-histories
9788189989132,: Ancient Indian Inscription,Dinesh Chandra,1,exoticindia,,https://www.exoticindiaart.com/book/details/ancient-indian-inscription-nzx749/
9788190136136,Air land battle--the Indian dichotomy: A report submitted to the joint chiefs of staff committee,"Ludra, Kuldip S",1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4838710501796572298?BookName=Corporate-Chanakya---Chanakya-Nitine-Yashaswi-Vyavasthapan
9788190395700,Citizen e-Readiness for Digital Society,M. Sherif Aziz,1,commonfolks,,https://www.commonfolks.in/books/d/bharathi-kaalamum-karuththum-sri-senbaga-pathippagam
9788190488952,Tilakā Māñjhī : jaṅge ājādī kā prathama senānī,Rājendra Prasāda Siṃha,1,kairalibooks,,https://kairalibooks.com/product/indumukhi/
9788190562423,"Raiḍīyau nashrīyāt : tārīk̲h̲, aṣnāf aur pesh kash",Zubair Shādāb,1,akshardhara,,mad0022-maitra-jivanche
9788190684958,Documents on Private International Law,Satish Chandra,1,akshardhara,,9788196354015-modi-2-0-rajakiy-shakyatanchya-shodhat
9788192240305,Paaramel Adisthaanamidunnavan,Saju John Mathew,1,kairalibooks,,https://kairalibooks.com/product/bohemian-kazchakal/
9788192514000,Mahatma Gandhi & Cinema (Hindi),Jay Prakaksh Chowksey,1,akshardhara,,zala-gela
9788192695297,Problems in Modern Physics,P MANDAL,1,akshardhara,,kalfalak-2017-कळफलक-२०१७
9788193203538,Problem of Poverty,Sunil Babu,1,akshardhara,,9789390060269-anubomb
9788193383537,Suche Bol Mohabat De,Sukhjit Aahluwalia,1,boighar,,https://boighar.in/product/kathar-bhitor-katha-soham-das/
9788193584040,Ulaga Nayagan Kamalhasan உலகநாயகன் கமல்ஹாசன்,,1,commonfolks,,https://www.commonfolks.in/books/d/ulganaayagan-kamalhasan
9788193658031,Devaprāsāda as in Viśvakarma vāstuśāstra : a study on temple architecture,K. Vidyuta,1,exoticindia,,https://www.exoticindiaart.com/book/details/devaprasadasa-as-in-visvakarma-vastusastra-study-on-temple-architecture-nap428/
9788194491507,"எதிர்புரட்சியின் காலம் : அரசியல் நிகழ்வுகளும், விமர்சன சிந்தனையும் (உயிர்மை கட்டுரைகள் 2018-2019)","ராஜன் குறை, author",1,panuval,,https://www.panuval.com/ethir-purachiyin-kalam-10018546?search=%20&page=81&limit=100
9788194751885,Okka Maata Cheppanaa!,Modugula Ravikrishna,1,exoticindia,,https://www.exoticindiaart.com/book/details/hamsaduta-and-uddhava-sandesa-with-english-transliteration-nay886/
9788194878605,AP Degree Ist Sem Telugu Text Book 2020,Mr. B Gowri Shankar,1,akshardhara,,1900-aamachi-sanskruti
9788195433490,"Anatomy and Physiology for Paramedical Students Exclusively Designed for Degree & Diploma Students, 1/e 2021",Pinki Rajendra Wadiya,1,akshardhara,,aks0005-shodh-gandhincha
9788196215736,GUARDIANS OF THE HIMALAYAS: VIMLA & SUNDERLAL BAHUGUNA,Bharat Dogra,1,akshardhara,,9788177663853-buddhibalacha-shriganesha
9788196971243,majhdhar mne dhar [Perfect Paperback] pankaj chaturvedi,pankaj chaturvedi,1,prajaktprakashan,,https://prajaktprakashan.com/shop/?add-to-cart=9444
9788197091131,Trikhand Triveni (ત્રિખંડ ત્રિવેણી) - Vallabh Nandha,Vallabh Nandha,1,exoticindia,,https://www.exoticindiaart.com/book/details/sri-krishna-bhajana-amritam-chatushloki-bhashyam-old-and-rare-book-hay551/
9789352440054,puthumaipithan varalaaRu புதுமைப்பித்தன் வரலாறு,"ரகுநாதன், தொ.மு.சி., 1923-2001, author",1,commonfolks,,https://www.commonfolks.in/books/d/pudhumaipithan-varalaru
9789381301005,A hand book of medical lab technology and imaging techniques,Ish Sharma,1,exoticindia,,https://www.exoticindiaart.com/book/details/medical-lab-technology-and-imaging-techniques-naw324/
9789381343593,Noikku Anjel,Henry Lindlahr,1,commonfolks,,https://www.commonfolks.in/books/d/noikku-anjel
9789382394181,THATTANGAL,"ஜெகநாதன், ப., 1975- author",1,commonfolks,,https://www.commonfolks.in/books/d/arimuga-kaiyedu-thattaangal-oosiththattaangal
9789386820228,Miinum Panpaatum மீனும் பண் பாடும்,"ஹால்டார் லேக்ஸ்நஸ், 1902-1998, author",1,commonfolks,,https://www.commonfolks.in/books/d/meenum-pann-paadum
9789386820464,Jeyalalitha manamum maayaium,Vaasanthi,1,commonfolks,,https://www.commonfolks.in/books/d/jayalalitha-manamum-maayaiyum
9788176373630,SALAKYATANTRA,DR.ANIL VERMA,1,exoticindia,,https://www.exoticindiaart.com/book/details/text-book-of-ophthalmology-nzl694/
9788181501264,Satyme Jayate,Tarkeshwar,1,exoticindia,,https://www.exoticindiaart.com/book/details/satyameva-jayate-ubd748/
9788196166175,Bar e Saghir mein Urdu Sahafat ka Aghaz,Javed Akhtar Bhatti,1,exoticindia,,https://www.exoticindiaart.com/book/details/subhashitavali-old-and-rare-book-mzn172/
9788180350320,Adhunik Bharat Ka Itihas,Naresh Kumar Sharma,1,exoticindia,,https://www.exoticindiaart.com/book/details/history-of-modern-india-ubj386/
9788190907200,راجستھان ميں اردو نثر کى ايک صدى : 1857 تا 1957 = Rajasthan mein Urdu nasr ki ek sadi : 1857 to 1957,قمر جهاں بيگم (Urdu critic),1,panuval,,https://www.panuval.com/iruttil-thiruttu-raman-10009813?search=%20&page=63&limit=100
9788192552675,Aadhunik Bharat Ke Aarthik Vicharak,Aravinda,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4956816340883091937?BookName=Nrutyatmika
9788120332706,Principles of Digital Electronics,"Meena, K.",1,commonfolks,,https://www.commonfolks.in/books/d/principles-of-digital-electronics
9788123017709,'- Gopal Singh Nepali,Nandkishor Nandan,1,exoticindia,,https://www.exoticindiaart.com/book/details/gopal-singh-nepali-mzc108/
9788123704869,Rani Laxmibai,Vr̥ndāvanalāla Varmā,1,exoticindia,,https://www.exoticindiaart.com/book/details/lakshmi-bai-queen-of-jhansi-nzd104/
9788126033539,Adayalangal in Tamil (Novel),kurinjivelan,1,commonfolks,,https://www.commonfolks.in/books/d/adaiyalangal
9788173271755,Bhārata kī janajātīya saṃskr̥ti,Vijaya Śankara Upādhyāya,1,exoticindia,,https://www.exoticindiaart.com/book/details/tribal-culture-of-india-hbk812/
9788175645295,Sanskrit Vyakaran,Sahni Publications,1,exoticindia,,https://www.exoticindiaart.com/book/details/sanskrit-grammar-scientifically-detailed-explanation-of-various-aspects-related-to-grammar-baf019/
9788183797504,THIRUMAALIGAI,GOKUL SESHADRI,1,commonfolks,,https://www.commonfolks.in/books/d/thirumaaligai
9788183901307,Health education,Suresh Kumar Malik,1,exoticindia,,https://www.exoticindiaart.com/book/details/health-education-uaj387/
9788184937480,Anu Minsaram : Avasiyama? Aabaththa? (Tamil Edition),Saurav Jha,1,commonfolks,,https://www.commonfolks.in/books/d/anu-minsaram-avasiyama-aabaththa
9788187477327,Mazhaikaalamum Kuyilosaiyum (Tamil Edition),M. Krishnan,1,commonfolks,,https://www.commonfolks.in/books/d/mazhaikkalamum-kuyilosaiyum
9788188257546,Saṃskr̥ta racanā anuvāda kaumudī,Śivabālaka Dvivedī,1,exoticindia,,https://www.exoticindiaart.com/book/details/sanskrit-creation-translation-kaumudi-rzz477/
9788189220204,Dharmasastra and Arthasastra : ancient Indian ethics & economics,Ti Vi Satyanārāyaṇa,1,exoticindia,,https://www.exoticindiaart.com/book/details/dharmashastra-and-arthashastra-ancient-indian-ethics-economics-hce453/
9788189498528,Deeksha (Hindi),Jagdishwar Pal,1,exoticindia,,https://www.exoticindiaart.com/book/details/diksha-by-gopinath-kaviraj-nza791/
9788189986483,(--): Bhartrhari Satakatrayam (Niti-Sringara-Vairagya Satakam),Dr. Balwaan Singh Yadav,1,exoticindia,,https://www.exoticindiaart.com/book/details/bhartrhari-satakatrayam-niti-sringara-vairagya-satakam-nzy531/
9788190158138,Ādivāsi bastī,Ernest Hemingway,1,akshardhara,,9788171857975-mrugajalache-bandhakam
9788192652191,Sahityasurya Anna Bhau Sathe,Navnath Shinde,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4891231423875014363?BookName=Borrowed-Plumes
9788193703441,Managing the Invisible Monster – Recognising and Managing the Invisible Monster called ELECTRICITY,Indranil Ghosh,1,exoticindia,,https://www.exoticindiaart.com/book/details/most-comprehensive-introduction-to-vedas-haa634/
9788193885253,Changing Countours of Economic Reforms and Emerging Economies,Anil R. Nair,1,commonfolks,,https://www.commonfolks.in/books/d/hitler-oru-varalaatru-puthir
9788194222415,The Tides of Life,Aditya Ghosh,1,boighar,,https://boighar.in/product/borgi-elo-deshe-bonge-borgi-hanar-itibritta-tarun-chattopadhyay/
9788194600657,Ḍô. Ambeḍakara aura samāveśī lokatantra : saṃvaidhānika adhikāra evaṃ sāmājika nyāya ke pariprekshya meṃ,Amarnath Paswan,1,exoticindia,,https://www.exoticindiaart.com/book/details/temples-and-legends-of-andhra-pradesh-idg891/
9788195164738,விகடன் இயர்புக் 2022 Vikatan Year Book 2022,விகடன்,1,commonfolks,,https://www.commonfolks.in/books/d/vikatan-year-book-2022
9788195300426,Kollai Pogum Makkal Panam / கொள்ளை போகும் மக்கள் பணம்,M.R. Raghunathan,1,commonfolks,,https://www.commonfolks.in/books/d/kollai-pogum-makkal-panam
9788195547814,Itihas Ke Aaine Me Dalit Aandolan,Mohandas Naimishrai,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5597637922600445070?BookName=THE-PERFECT-WORLD
9788196161422,POTHIK,Jagannath Mondal,1,boighar,,https://boighar.in/product/aparadh-bigyaner-ajana-jagat-shamim-haque-mondal/
9788196269913,"Vinesh Practical for Non-Medical Group (Physic, Chemistry, Biology) Class-12/XII",Divij Jain,1,commonfolks,,https://www.commonfolks.in/books/d/siddha-maruthuvam-etharku-eppadi
9788196967383,Mookkuthy/മൂക്കുത്തി / Malayalam Novel/,Nikhil Freddy,1,ritikart,,jeevannama-by-ajay-swain
9788197346958,"History of Army Aviation and Warfare, Military Aircraft Book by Dr. N.K. Nandal",Dr. N.K. Nandal,1,exoticindia,,https://www.exoticindiaart.com/book/details/pujya-shri-siddheshwar-swamiji-ke-pravachan-anandayoga-hcg640/
9789380172651,स्वतंत्रता संग्राम और गांधी,"प्रभात कुमार (Political science teacher), author",1,exoticindia,,https://www.exoticindiaart.com/book/details/mahatma-gandhi-and-independence-movement-nzc426/
9789388468855,Tamizhil Suyasarithirangal- An Anthology of Autobiographies (Tamil),Sa. Kandasamy,1,commonfolks,,https://www.commonfolks.in/books/d/tamilil-suyasarithirangal
9789380028163,The Wright Brothers (Heroes),Lewis Helfand,1,commonfolks,,https://www.commonfolks.in/books/d/the-wright-brothers
9788181970800,Stanislavski Charitra ki Rachna prakirya,By Viswanath Mishra,1,exoticindia,,https://www.exoticindiaart.com/book/details/stanislavski-charitra-ki-rachna-prakirya-hap733/
9789382578932,Netaji Subash Chandra Bose நேதாஜி சுபாஷ் சந்திர போஸ்,Kukan̲,1,commonfolks,,https://www.commonfolks.in/books/d/nethaji-subash-chandra-bose
9788123437248,Arasiyal / அரசியல்,Aristotle Translator: C.S.Subramaniyam,1,panuval,,https://www.panuval.com/arasiyal-aristotle-10006531?search=%20&page=37&limit=100
9788126045563,"Lambi Kahaniyan Trikottoor Ki, Hindi Language Book",Yu Ē. Khādar,1,exoticindia,,https://www.exoticindiaart.com/book/details/long-stories-of-thrikkottur-hindi-short-stories-uam146/
9788176371162,short notes on the CARAKA SAMHITA,DR. S.V. SHUKLA,1,exoticindia,,https://www.exoticindiaart.com/book/details/short-notes-on-charaka-samhita-nze994/
9788176372268,Textbook on Agada Tantra,Ashwinkumar S. Bharati,1,exoticindia,,https://www.exoticindiaart.com/book/details/agada-tantra-as-per-ccim-syllabus-nau951/
9788176372794,Medical Dictionary[Anglo-Hindi],Dr S.V. Shukla,1,exoticindia,,https://www.exoticindiaart.com/book/details/medical-dictionary-anglo-hindi-nau943/
9788176373623,Neonatology in Ayurveda,D.G. Thatte,1,exoticindia,,https://www.exoticindiaart.com/book/details/neonatology-in-ayurveda-nam118/
9788184935615,America Ulavali,,1,commonfolks,,https://www.commonfolks.in/books/d/america-ulavaali
9788188257201,Kādambarī-kathāmukham,Bāṇa.,1,exoticindia,,https://www.exoticindiaart.com/book/details/kadambari-kathamukham-rzz861/
9788189976958,"Aditi Ki Sahas Kathayen (Set of 4 Books) (Aditi Aur Ek Aankh Wali Bandariya, Aditi Aur Thames Ka Dragon, Aditi Aur Samudri Sanyasin, Aditi Aur Vigyani Sanyasin)","Suniti Namjoshi, translation Poorva Yagnik Kushwaha",1,exoticindia,,https://www.exoticindiaart.com/book/details/aditi-s-courage-stories-set-of-4-books-vol-1-ham624/
9788191042337,Kuilā bhaī na rākha : nibandha saṅgraha,Jayasiṃha Pradīpa,1,exoticindia,,https://www.exoticindiaart.com/book/details/kuila-bhai-na-rakh-essay-collection-uad719/
9788193406878,Competition Law,Rishabh Yadav,1,exoticindia,,https://www.exoticindiaart.com/book/details/parampara-suryamal-visheshank-old-and-rare-book-uab463/
9788193590065,Power Systems,Ankit Goel,1,akshardhara,,9788194261407-fish-and-chips
9788193634561,Kala Telanganam (కళా తెలంగాణం),Mamidi Harikrishna,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5156523961801899512?BookName=Strawberry
9788194435730,Armed Conflict and Environmental Damage,Arvind Chand,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5462902302909210013?BookName=Critical
9788194470960,Learn Samskrit -The Language of Vedanta (Part - I),Sandīpa Vasanta Jośī,1,exoticindia,,https://www.exoticindiaart.com/book/details/shrimad-goswami-tulsidasji-virachita-shri-ramcharitmanas-sundarkand-original-illustrated-special-edition-with-shri-hanuman-chalisa-ubb199/
9788194912255,"Real Life Mathematics Class 1 Semester 2, Primary Course Book, Paperback, 88 Pages, Age 6 Years",A.T.B. Bose,1,commonfolks,,https://www.commonfolks.in/books/d/ainkurunooru-kurinji-paalai
9788195147540,Bahu samskaravum Njhanodayavum (ബഹു സംസ്ക്കാരവും ജ്ഞാനോദയവും),Dr P K Pokker,1,rajhansprakashan,,https://www.rajhansprakashan.com/product-details/maratha-samaja-vasatava-aanae-apakashha-maratha-samaj-vastav-aani-apeksha
9788195805990,Introduction to Media Technology,Sibanthi Padmanabha K. V. & Shreesha M. Punacha,1,padmagandha,,http://www.padmagandha.com/index.php?route=product/product&product_id=732&search=+&page=8
9788196174392,History of Ancient India,Dr. Suprity Barua Bhuyan,1,commonfolks,,https://www.commonfolks.in/books/d/vinnappa-kalivenba
9788198446732,Waqf Act A Deep Rooted Conspiracy Against The Nation,Nisith Pramanik,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4661322957830008510?BookName=Patranjali-
9789339221461,Spoken English,V Sasikumar and PV Dhamija,1,commonfolks,,https://www.commonfolks.in/books/d/spoken-english-a-self-learning-guide-to-conversation-practice-3e
9789381301029,A Text Book of Neuro Anatomy (Tantra Sharira),Dr. B. Vijaya Saradhi Naidu,1,exoticindia,,https://www.exoticindiaart.com/book/details/text-book-of-neuro-anatomy-tantra-sharira-nai231/
9789381301357,Ayurvedic Statistics,Pramod Chandra Dwivedi,1,exoticindia,,https://www.exoticindiaart.com/book/details/ayurvedic-statistics-naw281/
9789381301449,Hypertension & Ayurveda,Ajay Kumar (Assistant professor of kaya chikitsa),1,exoticindia,,https://www.exoticindiaart.com/book/details/hypertension-and-ayurveda-nai206/
9789381301715,: Treatment of Serious Diseases,(Shri Shiv Prasad Rath),1,exoticindia,,https://www.exoticindiaart.com/book/details/treatment-of-serious-diseases-nzh241/
9789381456484,Bihāra Vidhāna Maṇḍala meṃ Sumitrā Devī ke sambhāshaṇa,Sumitrā Devī,1,exoticindia,,https://www.exoticindiaart.com/book/details/sumitra-devi-s-speech-in-bihar-legislative-assembly-haq689/
9789381608647,Anemia In Ayurveda,Shalini Rai,1,exoticindia,,https://www.exoticindiaart.com/book/details/anemia-in-ayurveda-pandu-roga-nbz262/
9789383067169,Tamil Cinema 100,"ராஜேந்திரன், பி. எல்., 1940- author",1,commonfolks,,https://www.commonfolks.in/books/d/tamil-cinema-sila-kurippugal
9789386735645,Advance Dravyaguna -The Materia Medica,Dr. Chandni Gupta,1,exoticindia,,https://www.exoticindiaart.com/book/details/advance-dravyaguna-materia-medica-naq539/
9789387199545,Vaisvika Bharata mem jana-samskrti,,1,exoticindia,,https://www.exoticindiaart.com/book/details/role-of-governor-in-federal-governance-overview-uav895/
9788119576777,உலக அக்ரகாரம் Ulaga Aggaragaram முனைவர் சுப. உதயகுமாரன் S P Udayakumaran,சுப. உதயகுமாரன் S P Udayakumaran,1,commonfolks,,https://www.commonfolks.in/books/d/ulaga-agrahaaram
9788177201628,Ikka:lath thamil marabu,Ku Paramacivam,1,panuval,,https://www.panuval.com/ikkaala-tamizh-marabu-10015715?search=%20&page=52&limit=100
9788184022322,Ezhuchi Deepangal,A. P. J. Abdul Kalam,1,commonfolks,,https://www.commonfolks.in/books/d/ezhuchi-deepangal
9788189945183,Poorin Marupakkam,"பத்தினாதன், தொ.",1,commonfolks,,https://www.commonfolks.in/books/d/porin-marupakkam
9788190215237,Vyāvasāyika artha vyavasthā,Pavana Kumāra Pāṇdeya,1,commonfolks,,https://www.commonfolks.in/books/d/kadaisi-theekkuchchi
9788194169697,Statistical computing using MS excel & R software,,1,commonfolks,,https://www.commonfolks.in/books/d/koodugal
9788196225681,அரசியல் அமைப்பும் மாநில ஆளுநர் பொறுப்பும் பணியும் / Arasiyal Amaippum Manila Aalunar Poruppum Paniyum,M.R.Raghunathan,1,panuval,,https://www.panuval.com/--10028524?search=%20&page=37&limit=100
9788196358716,Nadaipaathai,Ithayan,1,commonfolks,,https://www.commonfolks.in/books/d/nadai-paathai
