isbn,title,author,qty,site,existing_availability,url
9788195313242,Fractured Freedom Kobad Ghandy translated by Supriyo Chowdhury,Kobad Ghandy,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5219254678779622541?BookName=Vichar-Vinimayanu-Vidnyan
9788199372207,German Shikha | जर्मन शीका | Learn German from Marathi,Dr. Avinash Biniwale,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5054980478829734081?BookName=Thodas-Kadu-Aani-Khupch-God
9788123025346,Kaldas Ke Natak: Sanskrit Sahitya Ratnavali,"Prabhakar, Vishnu",1,exoticindia,,https://www.exoticindiaart.com/book/details/plays-of-kalidas-nzn332/
9788183794565,Tamilagam Oorum Perum,Sethupillai .R.P,1,commonfolks,,https://www.commonfolks.in/books/d/tamilagam-oorum-perum-palaniappa-brothers
9788183796019,Nammai Sethukkuvom Nallathor Ulagam Seiya,Pa Ara Nakkīran̲,1,commonfolks,,https://www.commonfolks.in/books/d/nammai-sethukkuvom-nallathor-ulagam-seiya
9788183797375,ERUMBIN KANAVU,SETHUPATHY,1,commonfolks,,https://www.commonfolks.in/books/d/erumpin-kanavu
9788184466713,ஓர் ஆரம்பப்பள்ளி ஆசிரியனின் குறிப்புகள்,"குப்புசாமி, பி. ச., author",1,commonfolks,,https://www.commonfolks.in/books/d/oar-aaramba-palli-aasiriyanin-kurippugal
9788189912888,Aasathi... Aasathi... Aasathi...,Charu Nivedita,1,commonfolks,,https://www.commonfolks.in/books/d/azadi-azadi-azadi
9788190281539,Rasik Kunjadas Sarani,Krishnendu Palit,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5006947125777144801?BookName=Padadyamagacha-Manus
9788190467049,Mānavatā kī hamārī virāsata,Shankar Dayal Sharma,1,commonfolks,,https://www.commonfolks.in/books/d/thottasinungi-poocharame
9788190486644,Agra Fort (World Heritage Series),W. H. Siddiqi,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4706990868389734473?BookName=Goraksasatakam(Hindi)
9788190624947,Bhāratera arthanīti : samakālīna Bhāratera arthanītira goshṭhīcaritra,Raṇeśa. Rāẏa,1,akshardhara,,9788172947545-agnibanancha-itihas
9788191027174,குழந்தையால் பெருமையடைய வேண்டுமா : பெற்றோருக்கான சுப்பர் டிப்ஸ்,சேவியர்.,1,commonfolks,,https://www.commonfolks.in/books/d/kuzhanthaiyaal-perumaiyadaiya-vendumaa
9788192175560,S. R. Ekkundi jeevana mattu sahitya,Ec Rājēśvari Pīṭar,1,commonfolks,,https://www.commonfolks.in/books/d/thanjai-naadodi-kathaigal-rhythm-book
9788192972749,Jorhat,Samiron Goswami,1,akshardhara,,2034-dangal
9788193116258,"DRAFTING, APPEARANCES AND PLEADINGS",CS RAVISHANKAR PERIWAL,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4705772541851760881?BookName=Marathi-Gujarati-Shabdakosh
9788193636008,ORU KHASAKKISTINTE AATHMA SANCHAARANGAL | ഒരു ഖസാക്കിസ്റ്റിന്റെ ആത്മസഞ്ചാരങ്ങൾ [ആഷാമേനോന്റെ ജീവിതത്തിലേക്കും ദര്‍ശനങ്ങളിലേക്കും കടന്നുപോകുന്ന നീണ്ട ... അപൂര്‍വസുന്ദരങ്ങളാ,Dr. N.P. Vijayakrishnan,1,ritikart,,saraswata-prabandha-o-patramala-for-class-9th-10th-and-2-students
9788194379515,"Random thoughts II 2021 : emerging paradigm shift in the changing global, political and economic order",,1,commonfolks,,https://www.commonfolks.in/books/d/maane-maane-maane
9788194875482,Investing in Stock Markets,Dr. Shikha Menani & Anuradha Aggarwal,1,ritikart,,baya-geeta-in-odia
9788194931386,Saras Immunology and Microbiology,N Arumugam,1,commonfolks,,https://www.commonfolks.in/books/d/theiva-kural
9788195102211,"Set Of VN Raje Books 1st Year D.Pharma, Pharmaceutical Chemistry + Human Anatomy And Physiology + Pharmacognosy + Pharmaceutics + Social Pharmacy (Set Of Five Books) (Paperback, V.N Raje)",V.N. RAJE,1,commonfolks,,https://www.commonfolks.in/books/d/ul-mugam-muzhu-neela-novel
9788196093433,Introduction to Environmental Science & Management,Geeta Singh,1,commonfolks,,https://www.commonfolks.in/books/d/niraiya-araigal-ulla-veedu
9788197343223,Historical perspective: illuminating minds on blue water,PASCAL ALAN NAZARETH,1,ritikart,,samudra-bijaya-by-gajanana-mishra
9788197450099,Ee Lokam Evide Kure Manushyar - Book,Hussain Citizen,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4896790291731818563?BookName=THE-LAST-TALKS
9789381975275,Vaakkumoolam,Paimpol̲il Mīrān̲,1,commonfolks,,https://www.commonfolks.in/books/d/vaakkumoolam-uyirmmai-pathippagam
9789381975664,சோவியத்துக்குப் பிந்தைய உலகம் | Soviyaththukku Pinthaiya Ulagam,"மார்க்ஸ், அ.",1,commonfolks,,https://www.commonfolks.in/books/d/soviethukku-pinthaiya-ulagam
9789386735416,Folklore gems in ayurveda,Seetha Chandran,1,exoticindia,,https://www.exoticindiaart.com/book/details/folklore-gems-in-ayurveda-pocket-guide-on-antidotes-first-aid-nap592/
9788123417585,Thamzh Panpattil Cinema-tamil,Karthikesu Sivathamby,1,commonfolks,,https://www.commonfolks.in/books/d/tamil-panpaatti-cinema
9788123419497,மலையகத் தமிழர் வரலாறு,சாரல் நாடன்.,1,commonfolks,,https://www.commonfolks.in/books/d/malaiyaga-tamilar-varalaru
9788177200799,Va Aye Subramaniam Katturaigal: Thoguthi 1: Mozhium Panpaadum,Va Aye Subramaniam,1,commonfolks,,https://www.commonfolks.in/books/d/vi-subramanyam-katturaigal-thoguthi-ondru
9788184931617,Noi Theerkkum Siddha Marundhugal,Kē. Es Cuppaiyā,1,commonfolks,,https://www.commonfolks.in/books/d/noi-theerkkum-siddha-marundhugal-193
9788186880401,Ramyana Hindi,Daljeet,1,exoticindia,,https://www.exoticindiaart.com/book/details/ramayana-pocket-size-uba685/
9788190537575,Patarkarita Ke Vibhin Sawarop,Jñānendra Rāvata,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5009781446597024485?BookName=Gandhariche-Dole
9788190570015,Bachon ke din,Vasily Alexandrovich Sukhomlinsky,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5176246980562157451?BookName=Mulanbarobar-Vadhatana
9788190638418,Sharir Vigyan Te Sehat,Dr. Jaswant Gill,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5433543477841146206?BookName=Zad-Ek-Mandir
9788190798211,Saanroor Ponmozhigal,S. Kumar,1,commonfolks,,https://www.commonfolks.in/books/d/saantror-ponmozhigal
9788192200309,Law & Development Essays on IP-related Issues,Natasha Nayak,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5597969459030613841?BookName=Chimanaravacha-Gajara-Va-Itar-Prahasane
9788193324325,GUMNAM KRANTIKARI [Unknown Binding] tejpal singh 'dhama',"धामा, तेजपाल सिंह.",1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5015917741123412239?BookName=Karmavir-Patil
9788193408148,Hindī-Maṇipurī adhyetā kośa = Hindi-Manipuri learner's dictionary,Nandakiśora Pāṇḍeya,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5265950745772370379?BookName=Jatak-Katha-Rochak
9788193641040,Trade of India,N.K Mishra Anjum Abrar,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5367175801192692631?BookName=Beyond-Gender-Games
9788194051718,Indian Banks Den of Frauds and Can of Worms,Sufia Aquil,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5257826672569400645?BookName=Jigolo-Ani-Itar-Katha
9788194059264,Anna Bhau Shathe Vioce Of Marginalized Society,Dr.Ramesh Landage Dr. Vishnu Patial,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5450859897551810051?BookName=Sahitya-Darval
9788195629916,Sakshyapathram,Kunjikrishnan Mattannur,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5497956815672249785?BookName=Cyber-Genius
9788196509569,MAGNETO FLUID DYNAMICS - 7th Edition,DR H KANWAR,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5040773597100373856?BookName=Nouki-Bahu
9788197304439,Textbook Of Behavioural Science ( Psychology & Sociology ) For GNM Students,"Raghunandan Singh, Jyotshana Kumari",1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5401792209037998693?BookName=Hati-Ghyal-Te-Tadis-Nya.
9788199327504,Business Studies Simplified Class XI (2026),Anu Bhandari and Deepti Mahajan,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5725260217528961833?BookName=LalooPrasad-Yadav
9789386771261,"Telugu Novelgal, Chirukathaigal (Tamil)",Rudhra. Thulasidas,1,commonfolks,,https://www.commonfolks.in/books/d/telugu-novelgal-sirukathaigal
9788190649322,Jainendra ke upanyāsoṃ kā anuśīlana,Vasanta Surve,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5233300352075011756?BookName=Miraj
9788190665315,Islam and feminism,Bhāskara A. Śukla,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5101747849199792300?BookName=Kahi-Kavitasangrahachya-Nimittane
9788190933995,Sāthe rahevānāṃ kāraṇo khūṭī paḍatāṃ lāge tyāre-,Saurabha Śāha,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4958452968775984530?BookName=Marathi-Sahity-Sammelan-Shatakakade
9788196993306,Parmar: The Crafting of Himachal – Becoming a Part C State,Anshuk Attri,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4742522999719490608?BookName=Prakash-Tribhuvan
9788123737911,Vyatha Ki Baat,Josepha Mekavāna,1,exoticindia,,https://www.exoticindiaart.com/book/details/vyatha-ki-baat-uay577/
9788190740616,Strī darahāsaṃ dōcina itihāsaṃ : tolitaraṃ strīvādula jīvita kathalu,Dēvarāju Mahārāju,1,rajhansprakashan,,https://www.rajhansprakashan.com/product-details/badaluya-jeevan-shaili-bhag-1-bthal-ya-javanashal-bhaga
9788119771110,"Bal Vaigyanik for Class 7, 2023 Edition, Eklavya",,1,exoticindia,,https://www.exoticindiaart.com/book/details/7-bal-vaigyanik-class-7-haz914/
9788123737287,Ilakkiyattil man̲ita urimaikaḷ,Raja Mutthirulandi,1,commonfolks,,https://www.commonfolks.in/books/d/manitha-urimaigal-oru-adipadai-nool
9788131001851,Truthful King Harishchandra,"Mahendra Mittal,B Igen",1,exoticindia,,https://www.exoticindiaart.com/book/details/truthful-king-harishchandra-to-uphold-truth-he-made-incredible-sacrifices-idj570/
9788131001929,Soordas,"Mahendra Mittal,B Igen",1,exoticindia,,https://www.exoticindiaart.com/book/details/bhakta-soordas-he-was-blind-but-his-insight-showed-new-light-to-mankind-idj567/
9788131940488,Science Olympiad Book I,,1,commonfolks,,https://www.commonfolks.in/books/d/science-olympiad-1
9788173293832,Bachchon Ko Banayein Genius,Aacharya Vivekshri Kaushik,1,exoticindia,,https://www.exoticindiaart.com/book/details/make-kids-genius-azc698/
9788183795708,Kattumarathilirunthu Kappal Varai,A Sargunan,1,commonfolks,,https://www.commonfolks.in/books/d/kattumarathilirundhu-kappal-varai
9788183886123,Tamil Alphabet,Na,1,commonfolks,,https://www.commonfolks.in/books/d/learn-to-write-tamil-alphabet
9788184765816,Mullai Periyar,G.Vijayapadma,1,commonfolks,,https://www.commonfolks.in/books/d/mullai-periyaaru
9788188641994,Kanneerai Pinthodarthal,Jeyamohan,1,commonfolks,,https://www.commonfolks.in/books/d/kanneerai-pinthodarthal
9788190704625,Practical Medicine 21Ed (Pb 2018),Nihar P. Mehta,1,akshardhara,,36766-sukhdayi-matrutva
9788190708197,Rog Aur Unke Gharelu Upchar,Sudarśana Bhāṭiyā,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5047214546472192779?BookName=mother-Teresa
9788190710565,Law relating to specific performance,Ram Shelkar,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5335593985767901048?BookName=Harishchandra
9788190763462,Svatantratā saṅgrāma meṃ patra-patrikāoṃ kā yogadāna,Bhāratī Kumārī. Siṃha,1,commonfolks,,https://www.commonfolks.in/books/d/freudism-in-the-novels-of-james-joyce-and-t-janakiraman-a-comparative-study
9788190775601,Lake Catchment Geomorphology A Study of Loktak Catchment Area,Thongam Meghajit Meitei,1,akshardhara,,chan-chan-goshti-छान-छान-गोष्टी
9788191031287,Good Luck Smart English Course Book Part 8,Good Luck,1,commonfolks,,https://www.commonfolks.in/books/d/meenvala-pookkal
9788192038544,Constitutional Provisions Exploited for Corruption in India Constitutional and Administrative Reforms Overdue,"Veena Kapur, Amar S. Kapur",1,akshardhara,,chicken-little
9788192266008,राष्ट्रीय जन-जागृति के साहित्यिक स्रोत : गाँधी युग से पूर्व,"National Seminar on ""National Awakening, Tracing Indigenous Literary Sources--Pre Gandhinian Era""",1,akshardhara,,9788193768525-gabhulchincha
9788192334431,Dikri Mari Dulari,Bhargavi Doshi,1,commonfolks,,https://www.commonfolks.in/books/d/ulagam-yaavaiyum
9788193306857,The Politics of Identity and Settlement of Manipuri in Myanmar,Unknown Author,1,exoticindia,,https://www.exoticindiaart.com/book/details/shri-thursday-fast-story-including-worship-method-and-aarti-hbx083/
9788193416457,Engineering Mechanics textbook (Latest edition),Raja Patle,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5178868520213476244?BookName=My-Jet-Book-Of-Essays
9788193420447,Peep in - class 5,Ujwala Sav,1,akshardhara,,2818-vimane-udava-kagdachi-vimane
9788193824771,PRACTICAL PHARMACEUTICAL ANALYSIS,,1,exoticindia,,https://www.exoticindiaart.com/book/details/shri-anant-chaturdashi-fasting-story-including-worship-rituals-fast-story-significance-udyapan-ritual-and-aarti-hby193/
9788193833728,GEOSPATIAL TECHNOLOGIES FOR GOOD-GOVERNANCE AND SUSTAINABLE DEVELOPMENT,Nizamuddin Khan,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5692240238555873651?BookName=Sanganyasarakhe-Barech-Kahi
9788193872741,Vantlang vanram,Lalṭhuamliana,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5546899555513743953?BookName=Kangarunchya-Desha
9788194060444,Enasāiklopīḍiyā svāsthya śikshā,Niśānta Siṃha,1,akshardhara,,aapla-john
9788194138228,LAMBI NAK,SAROJ KRISHAN,1,akshardhara,,34621-bhadekarunchya-samsaya-va-tyavaril-upay
9788194244431,Gandhi's killers India's rulers : my days with BJP and RSS,,1,akshardhara,,10858-nishabda-shahanpan
9788194654681,History OF Indian Education And Economic Issues,Dr. Premlata Maisnam,1,ritikart,,tribidha-by-debasis-panigrahi
9788194692317,Karakatattvasamgrahah,Karunsindhu Das,1,akshardhara,,in-front-and-behind
9788194767756,10000+ Vastunishth Samanya Gyan Prashnottar Vyakhya Sahit with Free Mega Yearbook 2021 - 2nd Edition,Disha Experts,1,akshardhara,,20864-jagatik-kirtiche-101-samajsevak
9788194782834,Mharata Patshah,Ketan Kailas Puri,1,akshardhara,,121-grandpa-stories
9788195342617,Bangladeshi: an endless struggle,Anil Bhalerao,1,akshardhara,,9788183223058-mi-halaval-tumach-cheese
9788195511075,Meyera Jakhon Goyenda,Susanto Gangopadhyay,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5669890149763437310?BookName=Untruly-Yours
9788195609123,Nirpal Singh Shergill,Nirpal Singh Shergill,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/4655462686643433881?BookName=Contact-Capital-(Marathi)
9788195962211,Auranzeb : Yug Aur Jeevan,Sir Jadunath Sarkar,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5266439527779602785?BookName=Jhulwa
9788196448110,Pariksha Vani Indian Constitution and Polity Book (Pariksha Vani Samanya Adhyayan Visheshank),Er. S.k. Jha,1,akshardhara,,9789384791452-tenali-rama
9788196965587,NEW BIOTECHNOLOGY SIMPLIFIED,Prof. (Dr.) B. K. Sarkar,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5535231457956759492?BookName=Bhartiy-Shikshan-Paddhaticha-Vikas-Ani-Shaley-vyvharache-Adhisthan
9788197070495,Green Hills of Africa (B K Classics),Ernest Hemingway,1,exoticindia,,https://www.exoticindiaart.com/book/details/hindi-shabda-sagar-part-ix-old-and-rare-book-mzu860/
9788197197291,Vamos 3 Libro del almuno + Cuaderno de actividades (set of two books),Praniti Sinha Lal & Radnyee Naik,1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5456324239218534947?BookName=Agrowon-2015
9788198959430,Dharohar Kahaniyaan : Jaishankar Prasad,"Jaishankar Prasad, Ed. Rajiv Kumar",1,bookganga,,https://www.bookganga.com/eBooks/Books/details/5217207616911741029?BookName=Gharatalya-Savalya-Ani-Niyaticha-Dav
9788198994004,"De-scripting Konkani: Unveiling the Heart of a Language, Hardcover Book, ISBN 978-81-989940-0-4, 2025 Edition",Victor Ferrao,1,akshardhara,,9789386294777-fascinating-good-night-stories
9789374735503,The Home Health Guide to a Cancer-Free Family,GABRIEL KUNE,1,aitbspublishers,,https://www.aitbspublishersindia.com/index.php?route=product/product&path=8&product_id=316
9789380072364,Pulveli Thesam : Australiya Payanam,Jeyamohan,1,commonfolks,,https://www.commonfolks.in/books/d/pulveli-desam
9789380829234,Dravyagunasatasloki of Trimallabhatta,Ed. C. M. Neelkandhan & A. S. Sarma,1,exoticindia,,https://www.exoticindiaart.com/book/details/dravyaguna-satasloki-of-trimallabhatta-azg820/
9789385593741,Mewar Ka Itihas (J.C. Bruks Krit) | मेवाड़ का इतिहास (जे. सी. ब्रुक्स कृत),डॉ. देवीलाल पालीवाल,1,exoticindia,,https://www.exoticindiaart.com/book/details/1818-1854-history-of-mewar-composed-by-j-c-bruks-1818-ad-1854-ad-uaa756/
9789393361240,புறநானூற்றுக் குறிப்பு | Purananoortruk Kurippu,P.S. Subrahmanya Sastri,1,commonfolks,,https://www.commonfolks.in/books/d/purananutru-kurippu
9780241312537,I am a Footballer – Read it yourself with Ladybird Level 2,Ladybird,1,commonfolks,,https://www.commonfolks.in/books/d/i-am-a-footballer-read-it-yourself-with-ladybird-level-2
9782874411212,Biologie sixième manuel eleve (ed.2009),,1,panuval,,https://www.panuval.com/idhanal-10017966?search=%20&page=53&limit=100
9788128837081,Veer Shivaji,Manu Sharma,1,exoticindia,,https://www.exoticindiaart.com/book/details/lord-shiva-gods-and-goddesses-of-india-haq911/
9788183680943,Ayodhi : Netru varai (Tamil Edition),N. Chokkan,1,panuval,,https://www.panuval.com/ayothi-netru-varai-3630115?search=%20&page=37&limit=100
9788184765809,Uyirsathu Keeraigalum Unavusathu Kilangugalum,,1,panuval,,https://www.panuval.com/uyirsathu-keeraigalum-unavuchathu-kizhangugalum-1040478?search=%20&page=75&limit=100
9788186880791,Swapan Sangharsh Aur Satya,Niras N G,1,exoticindia,,https://www.exoticindiaart.com/book/details/dream-struggle-and-truth-ubd777/
9788195393725,Kadalodu Sandaiyidum Meen,S.Ramakrishnan,1,panuval,,https://www.panuval.com/kadolu-sandaiyudum-meen-10026599?search=%20&page=97&limit=100
9788195462902,IDAKKAALA CHOZHARKALIN NIRVAAGA MURAIKAL,,1,panuval,,https://www.panuval.com/idaikkala-chozharkalin-nirvaaga-muraikal-10021371?search=%20&page=1&limit=100
9788119063604,தூணிலும் இருப்பான் துரும்பிலும் இருப்பான்: நுண்ணுயிரி எனும் நண்பன் Tūṇilum iruppāṉ turumpilum iruppāṉ: Nuṇṇuyiri eṉum naṇpaṉ,Dr P Sasikumar,1,commonfolks,,https://www.commonfolks.in/books/d/thoonilum-iruppan-thurumbilum-iruppan
9788120722255,All You Wanted to Know About Hepatitis,Savitri Ramaiah,1,exoticindia,,https://www.exoticindiaart.com/book/details/all-you-wanted-to-know-about-hepatitis-nam483/
9788123420448,ெச்விவய்ல இல்கிகய ஆ்யுவக்ள : ெச்நதிம்ழ (1902-1935),Ai Civakumār,1,commonfolks,,https://www.commonfolks.in/books/d/sevviyal-ilakkiya-aayvugal
9788123423463,சங்க இலக்கியத்தில் மனித நேயம்,"வசந்தா, த., author",1,commonfolks,,https://www.commonfolks.in/books/d/sanga-ilakkiyathil-manitha-neyam
9788123425382,Viduthalaiku Vithitta Thamizhaga Thyagigal / விடுதலைக்கு வித்திட்ட தமிழக தியாகிகள்,Group of Authors,1,commonfolks,,https://www.commonfolks.in/books/d/viduthalaikku-viththitta-thamizhaga-thiyaagikal
9788123430713,ABDUL KALAM PONMOZHIGAL (அப்துல் கலாம் பொன்மொழிகள்),Ca Kumār,1,commonfolks,,https://www.commonfolks.in/books/d/abdul-kalam-ponmozhigal-ellamae-vairangal
9788123433974,Dr.Ambedkarin Poruliyal Sinthanaigal - Oar Aaivu / டாக்டர்.அம்பேத்கரின் பொருளியல் சிந்தனைகள் - ஓர் ஆய்வு,Prof.R.Natarajan,1,commonfolks,,https://www.commonfolks.in/books/d/doctor-ambedkarin-poruliyal-sinthanaigal-oor-aayvu
9788177200423,கைல்க ோக்டாபுட : ிமக்ச ுசுர்ககாமன அிறுமக்ம,Cynthia A. Freeland,1,commonfolks,,https://www.commonfolks.in/books/d/kalai-kotpaadu
9788177200560,Tholliyal,Ko Cunhthar,1,commonfolks,,https://www.commonfolks.in/books/d/tholliyal
9788181333223,Nao Durghatna,RAVINDRA NATH TAGORE,1,exoticindia,,https://www.exoticindiaart.com/book/details/boat-accident-nze524/
9788183455749,Mudhal Kural - முதல் குரல்,Bharathi Baskar,1,commonfolks,,https://www.commonfolks.in/books/d/mudhal-kural
9788184020113,Naan Paartha Arasiyal (Tamil Edition),Kannadhasan,1,commonfolks,,https://www.commonfolks.in/books/d/naan-paartha-arasiyal
9788187641865,கறங்கு,Nanjil Nadan,1,commonfolks,,https://www.commonfolks.in/books/d/karangu
9788189359591,Ji. Nagarajan,Cuntara Rāmacāmi,1,commonfolks,,https://www.commonfolks.in/books/d/g-nagarajan-ninaivodai
9788190236706,KANDIYURMATTAM PADAPPATTU [Paperback] Cheppukadu Neelakandan and Commentary by C. Prasad,Commentary by C. Prasad,1,commonfolks,,https://www.commonfolks.in/books/d/dalit-paarvaiyil-tamil-panpaadu
9788190274272,Safed Sir Wali Whale,Herman Melville,1,commonfolks,,https://www.commonfolks.in/books/d/thalaippillatha-oru-kathai
9788190356138,"Śaṅkara Dayāla Siṃha : rājanīti kī dhūpa, sāhitya kī chāṃva",Shankar Dayal Singh,1,commonfolks,,https://www.commonfolks.in/books/d/viralgal-natrinai-pathippagam
9788193059036,சின்னஞ் சிறு மருத்துவங்கள் சொல்லும் ஆலோசனைகள்,"சதானந்தம், எஸ்., author",1,commonfolks,,https://www.commonfolks.in/books/d/chinnanjchiru-maruthuvangal-sollum-aalosanaigal
9788193088401,"Vidyābahena Nīlakaṇṭha, Gujarātanī nārīcetanānāṃ agresara",Sukumāra Parīkha,1,commonfolks,,https://www.commonfolks.in/books/d/naan-thaduppoochi-kuththapponean
9788193312834,State and Social Responsibility of Corporate in India,Deepa Mann,1,commonfolks,,https://www.commonfolks.in/books/d/ithanaal-sagalamaanavargalukkum
9788193996287,பஞ்சமனா பஞ்சயனா : சமூக வரலாற்றுக் கட்டுரைகள்,"சிவசுப்பிரமணியன், ஆ., author",1,commonfolks,,https://www.commonfolks.in/books/d/panjamanaa-panjaiyanaa
9788194122272,Darmiyana : Aadhi Hakikat Aadha Fasana,M. Firoj Khan,1,commonfolks,,https://www.commonfolks.in/books/d/madhura-vijayam-malar-books
9788194169642,Role of Operation Research in Statistical Analysis,,1,commonfolks,,https://www.commonfolks.in/books/d/tamil-nadagam
9788194302711,Sinkai Thamil Samukam,"சிவானந்தம் நீலகண்டன், author",1,commonfolks,,https://www.commonfolks.in/books/d/singaith-thamizhch-samoogam
9788194382539,Embedded Systems for Anna University R17 CBCS (VI- CSE -IT8072),,1,exoticindia,,https://www.exoticindiaart.com/book/details/paramagamasaro-jaina-philosophical-text-in-prakrit-of-srutamuni-old-and-rare-book-uac427/
9788194743767,A TEXT BOOK OF SOCIOLOGY For Second Year B.Sc Nursing,,1,commonfolks,,https://www.commonfolks.in/books/d/aalamaram
9788195037339,Information Analysis Repackaging and Consolidation,,1,akshardhara,,my-first-english-marathi-dictionary-माझा-पहिला-इंग्रजी-मराठी-शब्दकोश
9788195396986,Agyey Vichar Kosh,"Jain, Mahendra Raja",1,commonfolks,,https://www.commonfolks.in/books/d/nadaiveli-payanam
9788196058968,உயிர்பெறும் புனைவுச் சித்திரங்கள் (Uyir Perum Punaivu chithirangal),அரவிந்தன்,1,commonfolks,,https://www.commonfolks.in/books/d/uyirperum-punaivu-chiththirangal
9788196269975,"Vinesh Diversity of Microbes, Algae, Bryophytes and Pteridophytes (Major) B.Sc. Sem.III (Jammu University)",Dr. Anil Kumar Thakur,1,exoticindia,,https://www.exoticindiaart.com/book/details/outlines-of-gaudiya-mission-mzq448/
9788196358792,KILARNTHEZHUM THAABAM,R.P.RAJANAYAHEM,1,commonfolks,,https://www.commonfolks.in/books/d/kilernthezhum-thaabam
9788197412134,நானும் கதாசிரியரே - Naanum Kathasiriyare,விஷ்ணுபுரம் சரவணன்,1,commonfolks,,https://www.commonfolks.in/books/d/naanum-kaathasiriyare
9789352440931,Jiiviya Carittira curukkam ஜீவிய சரித்திர சுருக்கம்,இரட்டைமலை சீனிவாசன்,1,commonfolks,,https://www.commonfolks.in/books/d/jeeviya-sariththira-surukkam
9789380690964,Influence studies,Ce Ravīntiran̲,1,commonfolks,,https://www.commonfolks.in/books/d/influence-studies
9789387333628,Thenkaipattanamum Mappillai paatukalin verkalum தேங்காய்ப்பட்டணமும் மாப்பிள்ளைப் பாட்டுகளின் வேர்களும்,Tōppil Muhammatu Mīrān̲,1,commonfolks,,https://www.commonfolks.in/books/d/thengaaipattanamum-maappillai-paattugalin-vergalum
9789391949013,Ir̲aiyan̲ār Kaḷaviyal urai : Kaḷaviyal kāṭṭum akamarapum uraimarapum,Irā. Jān̲aki,1,commonfolks,,https://www.commonfolks.in/books/d/kalaviyal-kaattum-agamarabum-uraimarabum
9789392213427,காட்டிய பண்பாட்டில் குளங்களும் கோத்திரங்களும்,"இளங்கோ, சி., author",1,commonfolks,,https://www.commonfolks.in/books/d/saathiya-panpaattil-kulangalum-koththirangalum
9788195348992,Bhaṭakantī : prācīna leṇī va mandirāñcī,Suśila Dudhāṇe,1,akshardhara,,shr0199-vivahasathi-janmakundali-kashi-pahavi-2
9789388359160,देखा परखा सच,"देवसरे, हरीकृष्ण, डॉ., लेखक",1,exoticindia,,https://www.exoticindiaart.com/book/details/dekha-parkha-sach-hindi-short-stories-nzv504/
9788123201627,Key to exercises,V. Abdur Rahim,1,commonfolks,,https://www.commonfolks.in/books/d/durus-al-lughat-al-arabiyya-key-to-exercises-english-part-iii
9788183684163,E.T.A: Oor Arimugam (Tamil Edition),Pa Raghavan,1,commonfolks,,https://www.commonfolks.in/books/d/aasiriyarin-diary
9788183790505,Aatrankaraiyinilea,R P Sethupillai,1,commonfolks,,https://www.commonfolks.in/books/d/aatrankaraiyinile-palaniappa-brothers
9788183793636,Silampoliyar Aninthuraigal-vol.1,மணிமேகலை புஷ்பராஜ்.,1,commonfolks,,https://www.commonfolks.in/books/d/silampoliyar-aninthuraigal-1
9788183793643,Silampoliyar Aninthuraigal-vol.2,Manimekalai Pushparai,1,commonfolks,,https://www.commonfolks.in/books/d/silampoliyar-aninthuraigal-2
9788183793650,Silampoliyar Aninthuraigal-vol.3,Manimekalai Pushparai,1,commonfolks,,https://www.commonfolks.in/books/d/silampoliyar-aninthuraigal-3
9788183793667,Silampoliyar Aninthuraigal-vol.4,Manimekalai Pushparai,1,commonfolks,,https://www.commonfolks.in/books/d/silampoliyar-aninthuraigal-4
9788183793674,Silampoliyar Aninthuraigal-vol.5,Manimekalai Pushparai,1,commonfolks,,https://www.commonfolks.in/books/d/silampoliyar-aninthuraigal-5
